wikidata_id,orgid,organization,code,division,department,email
,123873,Åbo Akademi University,TURA,,Biology Department,
,126187,Tropical Agricultural Research and Training Center (CATIE),CATIE,Plant Genetics Resources Project of CATIE,Plant Production Department,
,126983,Warwickshire Museum,WAR,,Natural History Department,
,127048,Wroclaw University,BRSL,Museum of Natural History,Botany Department,
,124324,Comisión Técnico Consultiva de Coeficientes de Agostadero (COTECOCA),COCA,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",,
,126683,University of Illinois,CHI,,Biological Sciences Department,
,124502,Everhart Museum,EVMU,,Natural History Department,
,125278,Mississippi University for Women,MSCW,Science and Mathematics Division,,
,126652,University of Durham,DHM,,Botany Department,
,125074,Koninklijke Nederlandse Botanische Vereniging,NBV,,,
,124638,Grand Rapids Junior College,GRJC,,,
,124755,Hobart and William Smith Colleges,DH,,Biology Department,
,126575,University of Adelaide,ADU,,Botany Department,
,126801,University of Reading,RU,,Agricultural Botany Department,
,125773,Republic Nature Museum of Uzbekistan,RNMUT,,,
,124039,Beloit College,BELC,,Biology Department,
,126657,University of Exeter,EXR,Hatherly Biological Laboratories,Biological Sciences Department,
,126685,University of Iowa,IA,,Department of Biological Sciences,
,125197,Macaulay Land Use Research Institute,MISR,,,
,126087,St. Xavier's College,XCH,,Botany Department,
,125716,"Potato Introduction Station, USDA/ARS",PTIS,,,
,126997,West Chester University,DWC,,Biology Department,
,124765,"Hopkins Marine Station, Stanford University",GMS,,Biological Sciences Department,
,126536,Université de Paris-Sud,VIL,Laboratoire de Systématique et Écologie Végétales U.A. 121,,
,127356,National Botanic Garden of Latvia,HBA,,Dendroflora Department,
,124057,Bischöfliches Gymnasium Josephinum,LEUN,,,
,125036,Kansas Wesleyan University,SAL,,Biology Department,
,124286,City Museum and Art Gallery,WOS,Worcester City Council,,
,125383,Museum of Barnstaple & North Devon,BPL,,,
,126655,University of Edinburgh,EGHF,,Forestry and Natural Resources Department,
,124220,Centre College of Kentucky,KBRYO,,,
,124619,"Institute of Botany, Ilia State University",TBI,,,
,251648,Beaverhead-Deerlodge National Forest,BDNF,,,
,250306,American Herbal Pharmacopoeia,AHP,,,ahp@herbal-ahp.org
,250478,Andhra University,AUV,,Department of Botany,au.herbarium@gmail.com
,160711,Utah State University Uintah Basin,USUUB,,,UBHerbarium@usu.edu
,143349,Universidade do Estado do Rio de Janeiro,RFFP,Faculdade de Formação de Professores,Departamento de Ciências,
,126079,St. Paul's School,STPS,,,
,126731,American Fern Society Herbarium,AFS,,,
,126493,Gradina Botanica D. Brandza,BUC,,,vpetronela@yahoo.com
,126735,University of Michigan,UMF,,Biology Department,
,125301,Mote Marine Laboratory,MOT,,Center for Coastal Ecology,
,126258,Universidad de Buenos Aires,BAFC,Facultad de Ciencias Exactas y Naturales,Departamento de Ciencias Biológicas,palacios@bg.fcen.uba.ar
,126417,Universidad Nacional de Rosario,UNR,Facultad de Ciencias Agrarias,,dprado@fcagr.unr.edu.ar
,126510,Universität Rostock,ROST,Botanischer Garten,,dethardt.goetze@uni-rostock.de
,126904,University of Wisconsin - Whitewater,UWW,,Biological Sciences Department,tipperyn@uww.edu
,123906,Agricultural Research Center,CAIM,Flora and Phytotaxonomy Research,,
,123909,Agricultural University of Athens,ACA,Laboratory of Systematic Botany,,
,124634,Goulandris Natural History Museum,ATH,,,
,126849,University of Limpopo,UNIN,,Botany Department,
,124496,Arid Zone Experimental Station,ALME,,,
,126582,University of Alaska SE,ALAJ,,,msstekoll@alaska.edu
,125694,Plant Protection Research Institute,PREM,Agricultural Research Council,"Biosystematics Division, Mycology Unit",
,126414,Universidad Nacional del Sur,BBB,,"Departamento de Biología, Bioquímica y Farmacia",cbvillam@criba.edu.ar
,126366,Universidade Federal do Piauí,TEPB,Centro de Ciencias da Natureza,Departamento de Biologia,
,124470,EMBRAPA,CPAP,Centro de Pesquisas Agropecuárias do Pantanal,,cpap.herbario@embrapa.br
,127050,Wuhan Institute of Botany,HIB,Academia Sinica,,
,125998,Southampton University,SOTON,,,
,124635,"Grand Canyon National Park, U.S. Department of the Interior, National Park Service",GCNP,,,colleen_hyde@nps.gov
,125281,Missouri Western State University,MWSJ,,Biology Department,cbarta1@missouriwestern.edu
,125758,Randolph  College,RMWC,,Biology Department,
,125147,Lewis-Clark State College,HCH,,Natural Sciences Department,efmartin@lcsc.edu
,124040,Benedictine College,HWBA,,Biology Department,tmalloy@benedictine.edu
,124165,California State University,FSC,,Biology Department,csayers@csufresno.edu
,126023,South Valley University,ASW,Faculty of Science,Botany Department,
,124031,Beijing Medical University,PEM,College of Pharmacy,Botany Department,
,126403,Universidad Nacional de La Pampa,SRFA,Facultad de Agronomía,,steibel@agro.unlpam.edu.ar
,126796,University of Puerto Rico,MSM,Department of Marine Sciences,Marino Puertorriqueño,
,124235,Centro Oriental de Ecosistemas y Biodiversidad,BSC,,,motito@bioeco.ciges.inf.cu
,124877,Institut National d'Horticulture,INH,,Département de Sciences Biologiques,
,123895,Adviesbureau voor Bryologie en Lichenologie,ABL,,,andreaptroot@gmail.com
,124425,Dorset County Museum,DOR,,,
,126209,Ukrainian National Academy of Sciences,KWHA,Central Botanical Garden,,
,125674,Perivale Wood Nature Reserve,SSPW,Selborne Society,,rjdee88888@yahoo.com
,125267,Department of Forests,CYP,,,"floracy@primehome.com
nature@fd.moa.gov.cy"
,96654,Institut de Recherche Agronomique de Guinée (IRAG),SERG,,,diabate34@yahoo.fr
,126648,University of Delhi,DUH,,Botany Department,
,124111,Braintree and Bocking Natural History Club,BREE,,,
,126709,University of Liverpool Botanic Gardens,NSS,,,
,125560,Northwestern Oklahoma State University,NWOSU,,Biology Department,sdthompson@nwosu.edu
,126855,University of the Philippines,PNBG,Philippine National Botanic Garden,,
,123941,Russian Botanical Society,AUBSN,Kabardin-Balkar Section,,
,126802,University of Redlands,RED,,Biology Department,
,124166,California State University,HAY,,Biological Sciences Department,
,125230,Massachusetts College of Pharmacy and Allied Health Sciences,MCP,,Biological Sciences Department,
,124337,Converse College,CONV,,"Department of Biology, Chemistry, and Physics",
,124498,Estonian Museum of Natural History,TAM,,Botany Department,
,124600,Fundación Miguel Lillo,LIL,,,"secretariacademica@lillo.org.ar
herbariolil@yahoo.com.ar"
,125309,Muhlenberg College,MCA,,Biology Department,niesenba@muhlenberg.edu
,127029,Wildlife Institute of India,WII,,Department of Habitat Ecology,
,126181,Trent University,TUP,,Biology Department,schow@trentu.ca
,126185,Trinity College Dublin,TCDL,,Manuscripts and Archives Research Library,mscripts@tcd.ie
,127030,Wilfrid Laurier University,WLU,,Biology Department,mcostea@wlu.ca
,124011,Ball State University,BSUH,,Biology Department,kbadger@bsu.edu
,126270,Universidad de Extremadura,UNEX,Facultad de Ciencias,Departamento de Botánica,josefalopez@unex.es
,127025,Whitman College,WCW,,Department of Biology,dobsonhe@whitman.edu
,125979,Smithsonian Tropical Research Institute,STRI,,,CORREAM@si.edu
,125132,"Laurentian Forestry Centre, Canadian Forest Service",QFB,,,
,124175,Cameron University,CAMU,,Department of Biological Sciences,
,124928,"Instituto Pirenaico de Ecología, C.S.I.C.",JACA,,,
,126658,University of Fort Hare,UFH,,Botany Department,
,126005,South Dakota State University,SDC,,Dept. of Natural Resource Management,
,124304,Colby College,WAVI,,Department of Biology,jstone@colby.edu
,124543,Forest Research Centre,SAN,,Sabah Forestry Department,john.sugau@sabah.gov.my
,124601,Furman University,FUGR,,Biology Department,joe.pollard@furman.edu
,126578,University of Agronomical Sciences and Veterinary Medicine,BUAG,,Botany and Plant Physiology Department,ioanapadure@yahoo.com
,125572,Norwich University,NUV,,Biology Department,howard@norwich.edu
,125796,"Rocky Mountain Forest and Range Experiment Station, USDA Forest Service",ALBU,,,dfinch@fs.fed.us
,125345,Museo Nacional de Historia Natural,MNHN,,Departamento de Colecciones,cycas@mnhnc.inf.cu
,125978,Smithsonian Tropical Research Institute,SCZ,,,CORREAM@si.edu
,124855,Hungarian Academy of Sciences,VBI,Centre for Ecological Research,Institute of Ecology and Botany,
,126765,University of North Carolina Wilmington,WNC,,Department of Biology and Marine Biology,penneysd@uncw.edu
,62191,University of South Bohemia,CBFS,Faculty of Science,Department of Botany,
,125787,Rob & Bessie Welder Wildlife Foundation,WWF,,,
,126545,Université du Québec à Rimouski,UQAR,,Département de biologie,
,125330,Museo Civico di Storia Naturale,TSM,,,sportellonatura@comune.trieste.it
,125201,Maidstone Museum and Art Gallery,MNE,Maidstone Borough Council,,samanthaharris@maidstone.gov.uk
,145204,Museo de Historia Natural de El Salvador,MHES,,Botánica,herbarionacionalelsalvador@cultura.gob.sv
,126251,Universidad Centroccidental Lisandro Alvarado,UCOB,Decanato de Ingeniería Agronómica,Departamento de Ciencias Biológicas,botanicasistematicaucla@gmail.com
,126300,Universidad de Nariño,PSO,Facultad de Ciencias Agrícolas,,
,126411,Universidad Nacional del Litoral,SF,Facultad de Ciencias Agrarias,,
,124100,National Herbarium & Botanic Gardens of Malawi,MAL,,,
,126706,University of Leicester,LTR,,Department of Genetics & Genome Biology,
,170148,Department of Primary Industry and Resources,DNAP,,Northern Territory Plant Pathology,Jose.liberato@nt.gov.au
,124147,"Bureau of Land Management, U.S. Department of the Interior",UI,Field Office,,jessie_salix@blm.gov
,77143,Hirosaki University,HHUF,Faculty of Agriculture and Life Science,Laboratory of Plant Pathology,k-tanaka@cc.hirosaki-u.ac.jp
,126624,"University of California, Los Angeles",LA,1035 Terasaki Life Science Bldg,,huggins@ucla.edu
,243647,Universidade Federal de São Carlos,SPSC,Departamento de Botânica,,herbariumSPSC@gmail.com
,124792,Husite Museum Tabor,SOB,,,abazid@husitskemuzeum.cz
,126732,University of Michigan,MGR,Edwin S. George Reserve,Museum of Zoology,cwdick@umich.edu
,242901,Siirt Üniversity Kezer Campus,SIIRT,,,sufaf@siirt.edu.tr
,125617,NSW Plant Pathology and Mycology Herbarium,DAR,,Industry and Investment NSW,jordan.bailey@dpi.nsw.gov.au
,124480,Eötvös Loránd University,BPU,,Botanical Garden,iisepy@freemail.hu
,124253,Cheltenham Art Gallery and Museum,CHM,,,
,124123,Bristol Museum and Art Gallery,BNS,Bristol Naturalists' Society,,
,124532,Folk Museum,FKE,Kent County Council,,
,124124,Bristol Museum and Art Gallery,BRISTM,Biology Section,,Rhian.rowson@bristol.gov.uk
,126611,University of Bristol,BRIST,,Botany Department,
,226649,Universidad Autónoma Chapingo,JES,Preparatoria Agrícola,,herbario@outlook.es
,126691,University of Kabul,KABA,Faculty of Agriculture,,
,16242,Adnan Menderes University,AYDN,Faculty of Sciences & Arts,Department of Biology,"adu.edu.tr
adu.edu.tr"
,125614,Ondokuz Mayis University,OMUB,Faculty of Arts and Sciences,Biology Department,hasank@omu.edu.tr
,126998,West China University of Medical Sciences,WCU,Faculty of Pharmacy,,
,126717,University of Louisville,DHL,,Biology Department,
,125125,Latvian Agricultural Academy,JEL,,Plant Protection Department,
,123970,"Colorado Desert District, California Department of Parks and Recreation",BSCA,,,Judy.Ramirez@parks.ca.gov
,125545,Northeastern State University,NOSU,,Natural Sciences and Mathematics Department,jog@nsuok.edu
,125458,"National Museum, Monuments, and Art Gallery",GAB,,,
,126713,"University of London, Wye College",WYE,,,
,126678,University of Hull,HLUL,Hull History Centre,,
,125294,Morehead State University,MDKY,,Biological and Environmental Sciences Department,a.risk@moreheadstate.edu
,126833,University of Tabriz,HCAT,College of Agriculture,Landscape Department,
,125727,"Programa Nacional de Regionalización, Ministerio de Agricultura y Ganadería",QPNRA,,Departamento de Ecología,
,127040,Birkenhead Reference Library,BHDL,,,birkenheadreflib@wirral.gov.uk
,124940,Institut Scientifique,RAB,,Département de Botanique et d'Ecologie Végétale,
,125869,Santa Barbara City College,SBCC,,Department of Biological Sciences,wise@sbcc.edu
,126915,University of Zululand,ZULU,,Botany Department,
,126434,Universidad Tecnológica del Chocó,CHOCO,Vicerectoria de Investigaciónes,,herbario@utch.edu.co
,145862,Dumlupinar University,DUP,Faculty of Science and Art,Department of Biology,
,152887,King Abdulaziz City for Science and Technology,MUZ,,Natural Resources and Environmental Research Institute,talturki@kacst.edu.sa
,124935,Instituto Superior Pedagógico Jose Marti,HIPC,,Departamento de Biología,
,126988,Waterton Lakes National Park,WPH,,,
,125591,University of Bayreuth,UBT,,Oekologisch-Botanischer Garten,ulrich.meve@uni-bayreuth.de
,126617,University of Calicut,CALI,,Botany Department,
,250400,Highlands Biological Station,HBSH,,,costa@email.wcu.edu
,250412,Jacksonville University,JUFL,,,ngoldbe@ju.edu
,250407,Universidade Federal do Maranhão,MAR,,,herbariomaranhao@yahoo.com.br
,127017,West Virginia University,WVIT,Institute of Technology,Biology Department,
,241470,Sultan Qaboos University,SQUH,,,aalfarsi@squ.edu.om
,34039,Universidad Miguel Hernández,UMH,División Botánica,Departamento de Biología Aplicada,cobon@umh.es
,125353,Museu Carlos Machado,AZ,,Natural History Department,
,242672,Brock University,BU,,,lvasseur@brocku.ca
,248932,Research Institute of Xizang Plateau Ecology,XZE,,,Luojian-sh@sohu.com
,124686,Hainan University,HUTB,Research Centre of Tropical Biology,,
,126703,University of Latvia,RIG,,Department of Botany and Ecology,
,126670,University of Helsinki,HEL,Faculty of Agriculture and Forestry,Section of Botany,
,126443,University of Salento,LEC,,Department of Biological and Environmental Sciences and Technologies,antonella.albano@unisalento.it
,126071,St. Joseph's College,RHT,,,
,123877,"Academia de Ciencias Médicas, Físicas y Naturales de La Habana",HABA,,,
,125109,Landbouwuniversiteit,WBS,Biologisch Station,,
,124074,Boston State College,BOSC,,Biology Department,
,125662,Passmore Edwards Museum,SRD,,,
,126576,University of Adelaide,ADW,Waite Agricultural Research Institute,,
,126544,Université du Québec à Montréal,UQAM,,Département des Sciences biologiques,
,125268,Ministry of Environment and Parks,WIB,Water Management Branch,Resource Quality Section,
,125265,Ministry of Agriculture and Fisheries,LEV,Lynfield Agriculture Centre,Plant Protection Centre,
,126610,University of Bradford,PSGB,Pharmaceutical Society of Great Britain,Pharmacy Department,
,126136,Texas A&M University,ETST,,Biology Department,
,125447,National Chung Hsing University,TCB,,Botany Department,
,125936,Shorter College,SHOR,,Biology Department,
,125616,Oral Roberts University,ORU,,Biology Department,
,153906,University of Alberta,UAPC,,Department of Biological Sciences,
,125836,Rutgers University,NCAS,Newark College of Arts and Sciences,Biological Sciences Department,
,126749,"University of Nevada, Las Vegas",UNLV,,School of Life Sciences,kathryn.birgy@unlv.edu
,124475,Emory University,GEO,,Biology Department,cquave@emory.edu
,241507,Vivekanand Arts Sardar Dalipsingh Commerce and Science College,VH,,,asbhuktar@gmail.com
,124164,California State University,CSLA,,Department of Biological Sciences,kfisher2@calstatela.edu
,176109,Department of Forestry Science,HDCF,,,hdcfufsm@gmail.com
,126329,Universidade do Estado do Rio de Janeiro,HRJ,,Departamento de Biologia Animal e Vegetal,
,126010,Southeast Missouri State University,SEMO,,Department of Biology,
,125483,National University of Singapore,SINU,Faculty of Science,Lee Kong Chian Natural History Museum,
,126552,Université Laval,QUC,Faculté des Sciences et de Génie,Département de biologie,
,126553,Université Laval,ULF,,Département des Sciences forestières,
